match_id,selected_synergy,card_status,winner,red_cells,blue_cells,score_gap,close_le_6,turns,moves,captures,capture_cell_turns,reclaim_turns,major_capture_turns,frontline_pressure_turns,encircle_pressure_turns,cut_turns,second_player_initiative,bridges,locks,synergies,synergy_labels,combo_label_hits,combo_labels,wild_uses,seed_uses,pass_uses,word_moves,three_letter_words,three_letter_ratio,best_swing,best_word,best_labels,opening,bot_style
48,COMEBACK_SPARK,active_scoring,RED,22,14,8,0,36,35,23,20,0,3,0,4,5,1,3,1,3,SYNERGY:Comeback Spark: comeback pressure +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,23,0.657,6,つなみ,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,はなみ（花見）,Builder
49,BORDER_LORD,active_scoring,BLUE,18,22,4,1,36,35,19,19,0,0,0,8,3,1,5,0,2,SYNERGY:Border Lord: center held +1T,27,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,22,0.629,5,ほき,SWING MOVE / COMEBACK / SECOND PLAYER INITIATIVE,ほしぞら（星空）,Raider
50,FORTIFIER,active_scoring,RED,26,13,13,0,36,35,24,20,0,3,0,5,7,1,8,1,2,SYNERGY:Fortifier: locked ground +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / LONG PATH / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,18,0.514,8,みなみかぜ,LONG PATH / CAPTURE / MAJOR CAPTURE / SWING MOVE / CROSS WORD / COMEBACK / CUT,もりみち（森）,Defender
51,COMEBACK_SPARK,active_scoring,RED,18,17,1,1,36,35,23,22,0,1,0,3,4,1,7,0,0,,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,26,0.743,6,しみず,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,みずべ（水辺）,Builder
52,BORDER_LORD,active_scoring,BLUE,15,21,6,1,36,35,25,23,0,2,0,3,6,1,5,0,2,SYNERGY:Border Lord: center held +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,21,0.6,6,しみず,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,みずべ（水辺）,Raider
53,FORTIFIER,active_scoring,BLUE,19,22,3,1,36,35,21,19,0,2,0,5,3,1,4,2,2,SYNERGY:Fortifier: locked ground +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,21,0.6,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Builder
54,COMEBACK_SPARK,active_scoring,RED,20,15,5,1,36,35,23,21,0,2,0,4,5,1,4,0,0,,25,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,25,0.714,6,つなみ,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,はなみ（花見）,Defender
55,BORDER_LORD,active_scoring,RED,21,16,5,1,36,35,23,23,0,0,0,1,6,1,7,0,2,SYNERGY:Border Lord: center held +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,24,0.686,4,やす,CAPTURE / SWING MOVE / FIRST CAPTURE / COMEBACK / SECOND PLAYER INITIATIVE,やまみち（山道）,Raider
56,FORTIFIER,active_scoring,BLUE,15,22,7,0,36,35,25,25,0,0,0,5,5,1,6,0,1,SYNERGY:Fortifier: locked ground +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,28,0.8,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Defender
57,COMEBACK_SPARK,active_scoring,BLUE,16,23,7,0,36,35,17,17,0,0,0,2,4,1,4,0,0,,21,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,20,0.571,5,うら,SWING MOVE / CROSS WORD / COMEBACK / SECOND PLAYER INITIATIVE,そらかぜ（空）,Defender
58,BORDER_LORD,active_scoring,BLUE,15,20,5,1,36,35,23,21,0,2,0,3,4,1,4,1,2,SYNERGY:Border Lord: center held +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,21,0.6,7,さしみ,MEGA TERRITORY / CAPTURE / SWING MOVE / FIRST CAPTURE / COMEBACK / SECOND PLAYER INITIATIVE,はなみ（花見）,Raider
59,FORTIFIER,active_scoring,RED,21,17,4,1,36,35,18,17,0,1,0,3,0,1,4,0,1,SYNERGY:Fortifier: locked ground +1T,21,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,21,0.6,5,たら,SWING MOVE / CROSS WORD / COMEBACK / SECOND PLAYER INITIATIVE,そらかぜ（空）,Builder
60,COMEBACK_SPARK,active_scoring,RED,22,13,9,0,36,35,21,19,0,2,0,3,8,1,6,1,3,SYNERGY:Comeback Spark: comeback pressure +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,22,0.629,6,ぬかみそ,CAPTURE / MAJOR CAPTURE / SWING MOVE / COMEBACK / CUT,そらかぜ（空）,Raider
61,BORDER_LORD,active_scoring,BLUE,16,23,7,0,36,35,13,13,0,0,0,1,1,1,4,0,2,SYNERGY:Border Lord: center held +1T,20,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,16,0.457,6,ほうき,CAPTURE / SWING MOVE / COMEBACK / BRIDGE,ほしぞら（星空）,Defender
62,FORTIFIER,active_scoring,BLUE,13,23,10,0,36,35,7,7,0,0,0,2,3,1,4,0,0,,16,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,10,0.286,5,ほか,SWING MOVE / COMEBACK / SECOND PLAYER INITIATIVE,ほしぞら（星空）,Builder
63,COMEBACK_SPARK,active_scoring,RED,20,16,4,1,36,35,20,20,0,0,0,5,3,1,4,0,1,SYNERGY:Comeback Spark: comeback pressure +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,27,0.771,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Defender
64,BORDER_LORD,active_scoring,RED,26,13,13,0,36,35,23,21,0,2,0,2,4,1,5,2,2,SYNERGY:Border Lord: center held +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,22,0.629,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Defender
65,FORTIFIER,active_scoring,BLUE,16,21,5,1,36,35,24,24,0,0,0,6,5,1,6,0,1,SYNERGY:Fortifier: locked ground +1T,29,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,27,0.771,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Builder
66,COMEBACK_SPARK,active_scoring,BLUE,18,19,1,1,36,35,22,20,0,2,0,3,6,1,7,0,0,,25,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,22,0.629,6,みなみ,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / CUT / SECOND PLAYER INITIATIVE,もりみち（森）,Defender
67,BORDER_LORD,active_scoring,RED,22,18,4,1,36,35,29,27,0,2,0,4,5,1,10,1,2,SYNERGY:Border Lord: center held +1T,33,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,31,0.886,6,つなみ,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,はなみ（花見）,Defender
68,FORTIFIER,active_scoring,BLUE,16,23,7,0,36,35,16,16,0,0,0,4,3,1,4,0,0,,23,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,20,0.571,6,あらう,MEGA TERRITORY / CAPTURE / BRIDGE,ほしぞら（星空）,Raider
69,COMEBACK_SPARK,active_scoring,RED,20,14,6,1,36,35,18,16,0,2,0,3,3,1,4,0,2,SYNERGY:Comeback Spark: comeback pressure +1T,19,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / LONG PATH / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,16,0.457,8,みなみかぜ,LONG PATH / MEGA TERRITORY / CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,うみかぜ（海風）,Builder
70,BORDER_LORD,active_scoring,BLUE,12,26,14,0,36,35,23,22,0,1,0,5,3,1,7,5,2,SYNERGY:Border Lord: center held +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,25,0.714,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Defender
71,FORTIFIER,active_scoring,BLUE,16,20,4,1,36,35,21,19,0,1,0,3,4,1,5,1,0,,23,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / LONG PATH / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,19,0.543,8,みなみかぜ,LONG PATH / MEGA TERRITORY / CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,うみかぜ（海風）,Builder
72,COMEBACK_SPARK,active_scoring,BLUE,15,21,6,1,36,35,23,21,0,2,0,5,7,1,7,2,1,SYNERGY:Comeback Spark: comeback pressure +1T,29,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,23,0.657,6,なつかし,CAPTURE / SWING MOVE / CROSS WORD / COMEBACK / BRIDGE,ほしぞら（星空）,Raider
73,BORDER_LORD,active_scoring,BLUE,19,20,1,1,36,35,13,13,0,0,0,4,3,1,6,0,2,SYNERGY:Border Lord: center held +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,18,0.514,4,やた,CAPTURE / SWING MOVE / FIRST CAPTURE / COMEBACK / SECOND PLAYER INITIATIVE,やまみち（山道）,Builder
74,FORTIFIER,active_scoring,BLUE,12,27,15,0,36,35,22,20,0,2,0,2,7,1,9,1,1,SYNERGY:Fortifier: locked ground +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,22,0.629,7,おおかぜ,CAPTURE / MAJOR CAPTURE / SWING MOVE / COMEBACK / BRIDGE / CUT / SYNERGY:Fortifier: locked ground +1T,みずべ（水辺）,Raider
75,COMEBACK_SPARK,active_scoring,RED,22,17,5,1,36,35,19,19,0,0,0,4,5,1,4,2,3,SYNERGY:Comeback Spark: comeback pressure +1T,25,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,21,0.6,5,みほ,SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,ほしぞら（星空）,Defender
76,BORDER_LORD,active_scoring,BLUE,18,22,4,1,36,35,25,21,0,4,0,4,7,1,6,2,2,SYNERGY:Border Lord: center held +1T,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,19,0.543,7,あらし,MEGA TERRITORY / CAPTURE / BRIDGE,もりみち（森）,Raider
77,FORTIFIER,active_scoring,BLUE,16,22,6,1,36,35,25,24,0,1,0,5,4,1,4,2,0,,28,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / LONG PATH / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,24,0.686,8,みなみかぜ,LONG PATH / MEGA TERRITORY / CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,うみかぜ（海風）,Defender
78,COMEBACK_SPARK,active_scoring,BLUE,12,21,9,0,36,35,21,19,0,2,0,3,5,1,3,0,2,SYNERGY:Comeback Spark: comeback pressure +1T,21,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / LONG PATH / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,20,0.571,8,みなみかぜ,LONG PATH / MEGA TERRITORY / CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,うみかぜ（海風）,Raider
79,BORDER_LORD,active_scoring,BLUE,17,19,2,1,36,35,22,19,0,3,0,7,5,1,4,0,2,SYNERGY:Border Lord: center held +1T,25,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / LONG PATH / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,17,0.486,8,みなみかぜ,LONG PATH / MEGA TERRITORY / CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,うみかぜ（海風）,Raider
80,FORTIFIER,active_scoring,RED,20,19,1,1,36,35,25,25,0,0,0,5,4,1,6,0,0,,29,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,28,0.8,7,こころ,MEGA TERRITORY / SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,こころ（心）,Raider
81,COMEBACK_SPARK,active_scoring,RED,22,16,6,1,36,35,21,19,0,2,0,2,7,1,5,0,0,,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,22,0.629,6,つなみ,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,もりみち（森）,Builder
82,BORDER_LORD,active_scoring,RED,20,16,4,1,36,35,22,21,0,1,0,4,4,1,7,0,2,SYNERGY:Border Lord: center held +1T,26,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,20,0.571,6,しみず,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,みずべ（水辺）,Raider
83,FORTIFIER,active_scoring,RED,21,11,10,0,36,35,17,17,0,0,0,2,3,1,3,0,0,,23,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,19,0.543,5,みほ,SWING MOVE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,ほしぞら（星空）,Raider
84,COMEBACK_SPARK,active_scoring,RED,23,16,7,0,36,35,21,20,0,1,0,1,4,1,5,0,0,,24,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,26,0.743,6,しみず,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,みずべ（水辺）,Builder
85,BORDER_LORD,active_scoring,RED,22,14,8,0,36,35,32,29,0,3,0,5,9,1,11,0,2,SYNERGY:Border Lord: center held +1T,30,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,29,0.829,7,さわみず,CAPTURE / MAJOR CAPTURE / SWING MOVE / CROSS WORD / COMEBACK / BRIDGE / CUT,みずべ（水辺）,Builder
86,FORTIFIER,active_scoring,RED,19,17,2,1,36,35,25,23,0,2,0,4,7,1,8,0,1,SYNERGY:Fortifier: locked ground +1T,29,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,23,0.657,6,しみず,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,みずべ（水辺）,Builder
87,COMEBACK_SPARK,active_scoring,RED,23,15,8,0,36,35,13,12,0,1,0,2,2,1,4,2,2,SYNERGY:Comeback Spark: comeback pressure +1T,22,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / FORTIFY CHAIN / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,13,0.371,5,ほか,SWING MOVE / COMEBACK / SECOND PLAYER INITIATIVE,ほしぞら（星空）,Raider
88,BORDER_LORD,active_scoring,BLUE,18,20,2,1,36,35,15,14,0,1,0,4,1,1,3,0,2,SYNERGY:Border Lord: center held +1T,18,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / LONG PATH / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,16,0.457,8,みなみかぜ,LONG PATH / MEGA TERRITORY / CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,うみかぜ（海風）,Builder
89,FORTIFIER,active_scoring,RED,19,14,5,1,36,35,25,24,0,1,0,3,6,1,4,1,2,SYNERGY:Fortifier: locked ground +1T,30,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / MEGA TERRITORY / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,26,0.743,7,さしみ,MEGA TERRITORY / CAPTURE / SWING MOVE / FIRST CAPTURE / COMEBACK / SECOND PLAYER INITIATIVE,はなみ（花見）,Raider
90,COMEBACK_SPARK,active_scoring,RED,21,17,4,1,36,35,21,20,0,1,0,4,8,1,1,0,0,,24,BRIDGE / CAPTURE / COMEBACK / CROSS WORD / CUT / EDGE REACH / ENCIRCLE PRESSURE / FIRST CAPTURE / MAJOR CAPTURE / SECOND PLAYER INITIATIVE / SWING MOVE,0,0,0,35,25,0.714,6,つなみ,CAPTURE / MAJOR CAPTURE / SWING MOVE / FIRST CAPTURE / EDGE REACH / COMEBACK / SECOND PLAYER INITIATIVE,はなみ（花見）,Builder
